,rating,name,review,verified,vote,date,length
3925,neutral,Danil,Camera is ok and seem to work The included RCA cables make for a difficult mirror install had to cut each cable to feed through the mirror to the door and then from the door to the interior of the car,True,0.0,17.07.2018,41
3926,positive,Muhammad Khan,This is a perfect bag for kids or adults that need to carry a laptop to work or school It is very well made and I recommend it highly,True,0.0,20.04.2018,29
3928,neutral,Travis,First unit I received was DOA Dead on arrival but When I ordered a replacement It has been working great so far Also this is an incredibly great price on a A PSU Verry happy now that the second unit i ordered is working great,True,0.0,23.04.2018,45
3929,positive,MisterSaturn,Using this with my new inch TV I love that I can move the arm so I can see the TV from the kitchen or from the couch It was easy to install and very sturdy,True,0.0,11.05.2018,36
3931,neutral,Mr. FH,LIKED BUT DID NOT LOVE IT,True,0.0,10.08.2018,6
3933,neutral,Richard,Does the job I needed without too much issue would have preferred if the Zipper went around full sides so you could access the laptop from the top without taking the sleeve out of a top oriented backpack,True,0.0,27.05.2018,38
3934,negative,Dennis Bak,did not work from the get go Sent back,True,0.0,07.03.2018,9
3935,neutral,Dennis Ludwig,For the price its okay but missing a few very basic things First NO included instructions Finding the online manual on Logitech was a pain and then pretty much useless Dongle does not match other unifying dongles and worse it is stuck in the side tab of the carton After finally found it it works I use another mouse so nothing to say about that though it did work Oddly no onoff switch Seriously I use rechargeable batteries so that is not a big deal and I have only used it for a day so I am a assuming it goes to sleep after so many minutes of nonuse and hitting any key wakes up it still not positive about that The issue with not being able to turn it off without removing the batteries is that accidentally bumping it might close a program or post a comment I have not completed yet How hard is an on off switch Also no CAPS LOCK indicator Again how hard is that Easy enough to figure out so not a dealbreaker considering the price but you would think that would be a very basic feature It types okay and did not expect a lot for the price so still stars Would have given with onoff and maybe even with CAPS LOCK indicator If you are looking for a cheap wireless keyboard this will work for you I only ordered it because I use laptop via TV and the replacement keyboard is rd party on Amazon so no prime day delivery I did get it in two days which was my go but I am ordering another k and use this as a backup K is a MUCH better keyboard size options its a better deal if you do not need it right away,True,3.0,06.05.2018,301
3938,positive,Michael ,Ill raccomand to buy it,True,0.0,23.04.2018,5
3941,neutral,parsa_b,A good product I would recommend it,True,0.0,26.02.2018,7
3943,neutral,D. A. Soss,The FT A USB will work with an Amazon Echo Dot It will not power a Mission Cables Battery Base for Echo dot When I tried it the blue charging indicator came on an remained on After a day or so the green indicator started blinking meaning the battery was low The Battery base eventually turned off the Echo Dot Replacing the extension cable with the original cable that came with the Echo Dot fixed the problem The battery eventually charged,True,0.0,07.05.2018,81
3944,positive,Robert,Great surge protection and lots of outlets for all the electronics I have to plug in in my living room,True,0.0,20.04.2018,20
3945,positive,JSY,Looks and sounds good but it broke after or so uses It was a gift for my son I hope Bluedio will remedy this situation UPDATE Great customer service Bluedio promptly and generously offered to replace the faulty headphone Very cool Thank you so much,False,0.0,07.06.2018,45
3946,positive,sherlock,Good Product,True,0.0,28.08.2018,2
3948,positive,Putnam Wright,I have owned two previous Vizio models both premium and midline versions This is better than both The subwoofer is clear and does not distort and the modern WiFi casting and HDMI ARC features are a sure improvement,True,0.0,12.02.2018,38
3950,negative,DaveT,Used for months without issue for video conference calls However it began disconnecting in the middle of my calls Turned out the cable connected to the large volume mute control button became frayed internally and my PC would think I yanked the plug resulting in video call freezes I could reproduce this by wiggling the cable just a bit The issue became so frequent that I had to throw it away Gave it stars since it did work for a while,False,0.0,10.01.2018,81
3951,positive,Bruce Smith,Nice,True,0.0,28.01.2018,1
3952,negative,congiundi,Complete and utter crap It came with the zipper sprung open and it continues to be that way after repeatedly trying to repair it Sometimes it works sometimes it does not This piece of junk is going in the rubbish bin do not waste your time on this item There are other products with exactly the same description that work httpswwwamazoncomgpproductBGOJPWFY,True,0.0,28.03.2018,61
